Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts
2024-01-17,All Time Greatest Hits,Lynyrd Skynyrd,155,145,56,242
2024-01-17,Pretty Little Poison,Warren Zeiders,156,177,59,8
2024-01-17,Nothing Was The Same,Drake,157,188,1,495
2024-01-17,The Melodic Blue,Baby Keem,158,176,5,120
2024-01-17,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,159,183,20,227
2024-01-17,Lucky,Megan Moroney,160,184,38,24
2024-01-17,Get Rich Or Die Tryin',50 Cent,161,159,1,201
2024-01-17,Paramore,Paramore,162,1,77,-
2024-01-17,[Hybrid Theory],Linkin Park,163,186,2,325
2024-01-17,I Will Always Love You: The Best Of Whitney Houston,Whitney Houston,164,136,14,177
2024-01-17,Greatest Hits,Bob Seger & The Silver Bullet Band,165,163,8,503
2024-01-17,Freudian,Daniel Caesar,166,197,25,104
2024-01-17,Currents,Tame Impala,167,152,4,142
2024-01-17,The Forever Story,JID,168,185,12,8
2024-01-17,Confessions,Usher,169,167,1,189
2024-01-17,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,170,157,3,34
2024-01-17,?,XXXTENTACION,171,180,1,299
2024-01-17,Good Girl Gone Bad,Rihanna,172,179,2,125
2024-01-17,Greatest Hits,blink-182,173,194,6,114
2024-01-17,Pray 4 Love,Rod Wave,174,178,2,190
2024-01-17,Moana,Soundtrack,175,198,2,354
2024-01-17,2nd EP 'Get Up',NewJeans,176,110,1,25
2024-01-17,Greatest Hits,Fleetwood Mac,177,170,14,274
2024-01-17,Unorthodox Jukebox,Bruno Mars,178,187,1,226
2024-01-17,The Life Of Pablo,Kanye West,179,190,1,192
2024-01-17,Tha Carter III,Lil Wayne,180,193,1,231
2024-01-17,Meteora,Linkin Park,181,192,1,154
2024-01-17,=,Ed Sheeran,182,147,1,115
2024-01-17,Fine Line,Harry Styles,183,181,1,208
2024-01-17,Decided 2,YoungBoy Never Broke Again,184,174,17,7
2024-01-17,Call Me If You Get Lost,Tyler| The Creator,185,165,1,117
2024-01-17,Cry Baby,Melanie Martinez,186,162,6,186
2024-01-17,Set It Off,Offset,187,191,5,10
2024-01-17,The Essential Billy Joel,Billy Joel,188,15,313,-
2024-01-17,Metallica,Metallica,189,200,1,738
2024-01-17,The Hunger Games: The Ballad Of Songbirds & Snakes,Soundtrack,190,168,68,6
2024-01-17,25,Adele,191,1,223,-
2024-01-17,Spider-Man: Across The Spider-Verse: Metro Boomin Presents (Soundtrack),Metro Boomin,192,160,5,26
2024-01-17,Nata Montana,Natanael Cano,193,35,20,-
2024-01-17,Rodeo,Travis Scott,194,3,50,-
2024-01-17,THE WORLD EP.FIN: WILL,ATEEZ,195,97,1,6
2024-01-17,Greatest Hits: The Ultimate Collection,Bon Jovi,196,195,5,326
2024-01-17,All I Want Is You,Miguel,197,37,77,-
2024-01-17,I Am > I Was,21 Savage,198,1,108,-
2024-01-17,The GOAT,Polo G,199,2,177,-
2024-01-17,Birds In The Trap Sing McKnight,Travis Scott,200,1,284,-
2024-01-24,American Dream,21 Savage,1,1,1,-
2024-01-24,Orquideas,Kali Uchis,2,2,1,-
2024-01-24,One Thing At A Time,Morgan Wallen,3,1,1,46
2024-01-24,For All The Dogs,Drake,4,2,1,15
2024-01-24,1989 (Taylor's Version),Taylor Swift,5,3,1,12
2024-01-24,Stick Season,Noah Kahan,6,5,3,60
2024-01-24,Pink Friday 2,Nicki Minaj,7,4,1,6
2024-01-24,Folklore,Taylor Swift,8,10,1,182
2024-01-24,SOS,SZA,9,6,1,58
2024-01-24,Lover,Taylor Swift,10,8,1,230
2024-01-24,Midnights,Taylor Swift,11,7,1,65
2024-01-24,Zach Bryan,Zach Bryan,12,9,1,21
2024-01-24,Insano,Kid Cudi,13,13,1,-
2024-01-24,Dangerous: The Double Album,Morgan Wallen,14,11,1,158
2024-01-24,Utopia,Travis Scott,15,12,1,25
2024-01-24,Guts,Olivia Rodrigo,16,13,1,19
2024-01-24,The Diamond Collection,Post Malone,17,17,16,10
2024-01-24,American Heartbreak,Zach Bryan,18,16,5,87
2024-01-24,Genesis,Peso Pluma,19,15,3,30
2024-01-24,Think Later,Tate McRae,20,14,4,6
2024-01-24,Nadie Sabe Lo Que Va A Pasar Manana,Bad Bunny,21,18,1,14
2024-01-24,reputation,Taylor Swift,22,19,1,278
2024-01-24,Nostalgia,Rod Wave,23,20,1,18
2024-01-24,Pa Las Baby's y Belikeada,Fuerza Regida,24,23,14,13
2024-01-24,Speak Now (Taylor's Version),Taylor Swift,25,21,1,28
2024-01-24,Evermore,Taylor Swift,26,22,1,162
2024-01-24,Take Care,Drake,27,25,1,568
2024-01-24,Red (Taylor's Version),Taylor Swift,28,24,1,114
2024-01-24,Barbie: The Album,Soundtrack,29,26,2,26
2024-01-24,Sour,Olivia Rodrigo,30,30,1,139
2024-01-24,Scarlet,Doja Cat,31,27,4,17
2024-01-24,Un Verano Sin Ti,Bad Bunny,32,29,1,89
2024-01-24,Heroes & Villains,Metro Boomin,33,28,1,59
2024-01-24,Curtain Call: The Hits,Eminem,34,32,1,667
2024-01-24,Ctrl,SZA,35,31,3,345
2024-01-24,My Turn,Lil Baby,36,34,1,203
2024-01-24,Gettin' Old,Luke Combs,37,38,4,43
2024-01-24,Starboy,The Weeknd,38,35,1,324
2024-01-24,Diamonds,Elton John,39,39,7,323
2024-01-24,Religiously. The Album.,Bailey Zimmerman,40,33,7,36
2024-01-24,Rumours,Fleetwood Mac,41,37,1,564
2024-01-24,Her Loss,Drake & 21 Savage,42,41,1,63
2024-01-24,Certified Lover Boy,Drake,43,42,1,124
2024-01-24,Golden,Jung Kook,44,43,2,11
2024-01-24,Whitsitt Chapel,Jelly Roll,45,47,3,33
2024-01-24,Higher,Chris Stapleton,46,40,3,10
2024-01-24,Greatest Hits,Queen,47,49,8,578
2024-01-24,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,48,54,18,677
2024-01-24,Trolls: Band Together,Soundtrack,49,45,43,9
2024-01-24,This One's For You,Luke Combs,50,46,4,346
2024-01-24,Scorpion,Drake,51,51,1,290
2024-01-24,good kid; m.A.A.d city,Kendrick Lamar,52,48,2,586
2024-01-24,DAMN.,Kendrick Lamar,53,50,1,353
2024-01-24,I've Tried Everything But Therapy (Part I),Teddy Swims,54,59,54,15
2024-01-24,Blonde,Frank Ocean,55,52,1,365
2024-01-24,The Highlights,The Weeknd,56,2,148,-
2024-01-24,Fearless (Taylor's Version),Taylor Swift,57,44,1,132
2024-01-24,Graduation,Kanye West,58,53,1,311
2024-01-24,FACE (EP),Jimin,59,2,7,-
2024-01-24,Born To Die,Lana Del Rey,60,55,2,519
2024-01-24,Goodbye & Good Riddance,Juice WRLD,61,56,4,296
2024-01-24,Manana Sera Bonito,Karol G,62,60,1,47
2024-01-24,1989,Taylor Swift,63,57,1,475
2024-01-24,Views,Drake,64,61,1,401
2024-01-24,After Hours,The Weeknd,65,62,1,124
2024-01-24,If I Know Me,Morgan Wallen,66,58,10,277
2024-01-24,2014 Forest Hills Drive,J. Cole,67,63,1,476
2024-01-24,Traveller,Chris Stapleton,68,68,1,436
2024-01-24,El Comienzo,Grupo Frontera,69,65,34,24
2024-01-24,ASTROWORLD,Travis Scott,70,64,1,285
2024-01-24,The Mockingbird & The Crow,HARDY,71,67,4,52
2024-01-24,I Never Liked You,Future,72,69,1,90
2024-01-24,20 Number Ones,Thomas Rhett,73,71,22,16
2024-01-24,ANTI,Rihanna,74,75,1,403
2024-01-24,Hozier,Hozier,75,70,2,301
2024-01-24,Harry's House,Harry Styles,76,74,1,87
2024-01-24,Corridos Belicos; Vol. IV,Luis R Conriquez,77,36,36,2
2024-01-24,TEC,Lil Tecca,78,116,11,15
2024-01-24,Channel Orange,Frank Ocean,79,77,2,161
2024-01-24,The Best Of Nickelback: Volume 1,Nickelback,80,79,21,171
2024-01-24,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,81,102,5,818
2024-01-24,T R A P S O U L,Bryson Tiller,82,76,8,354
2024-01-24,A Gift & A Curse,Gunna,83,72,3,31
2024-01-24,Manana Sera Bonito (Bichota Season),Karol G,84,82,3,23
2024-01-24,What You See Is What You Get,Luke Combs,85,83,1,219
2024-01-24,$ad Boyz 4 Life II,Junior H,86,88,14,15
2024-01-24,More Life,Drake,87,86,1,340
2024-01-24,Hamilton: An American Musical,Original Broadway Cast,88,93,2,434
2024-01-24,ROCK-STAR,Stray Kids,89,66,1,10
2024-01-24,Savage Mode II,21 Savage & Metro Boomin,90,97,1,137
2024-01-24,Wasteland,Brent Faiyaz,91,81,2,80
2024-01-24,The Fame,Lady Gaga,92,95,2,349
2024-01-24,Starting Over,Chris Stapleton,93,89,3,166
2024-01-24,Nevermind,Nirvana,94,85,1,653
2024-01-24,AM,Arctic Monkeys,95,78,6,286
2024-01-24,Doo-Wops & Hooligans,Bruno Mars,96,96,3,659
2024-01-24,For Her,Hunxho,97,84,84,6
2024-01-24,The Beatles 1962-1966,The Beatles,98,101,3,185
2024-01-24,Amar,BigXthaPlug,99,112,99,23
2024-01-24,Over It,Summer Walker,100,108,2,224
2024-01-24,Journey's Greatest Hits,Journey,101,99,10,789
2024-01-24,When We All Fall Asleep; Where Do We Go?,Billie Eilish,102,115,1,251
2024-01-24,My Beautiful Dark Twisted Fantasy,Kanye West,103,91,1,254
2024-01-24,Greatest Hits,Tom Petty And The Heartbreakers,104,90,2,549
2024-01-24,Teenage Dream,Katy Perry,105,111,1,356
2024-01-24,IGOR,Tyler| The Creator,106,87,1,223
2024-01-24,Hood Hottest Princess,Sexyy Red,107,98,62,28
2024-01-24,Curtain Call 2,Eminem,108,109,6,51
2024-01-24,Greatest Hits,2Pac,109,103,3,505
2024-01-24,Endless Summer Vacation,Miley Cyrus,110,100,3,45
2024-01-24,Shoot For The Stars Aim For The Moon,Pop Smoke,111,105,1,180
2024-01-24,Planet Her,Doja Cat,112,106,2,134
2024-01-24,Bell Bottom Country,Lainey Wilson,113,92,51,61
2024-01-24,Bluebird Days,Jordan Davis,114,121,19,43
2024-01-24,Thriller,Michael Jackson,115,132,1,609
2024-01-24,DS2,Future,116,125,1,250
2024-01-24,Larger Than Life,Brent Faiyaz,117,122,11,12
2024-01-24,The Land Is Inhospitable And So Are We,Mitski,118,117,12,18
2024-01-24,Future Nostalgia,Dua Lipa,119,107,3,196
2024-01-24,Renaissance,Beyonce,120,94,1,77
2024-01-24,Greatest Hits,Foo Fighters,121,113,11,242
2024-01-24,Elisabeth,Zach Bryan,122,119,83,32
2024-01-24,Greatest Hits,Guns N' Roses,123,126,3,659
2024-01-24,Mean Girls (2024),Soundtrack,124,124,1,-
2024-01-24,Gold: Greatest Hits,ABBA,125,127,25,309
2024-01-24,Greatest Hits,Pitbull,126,128,102,140
2024-01-24,Happier Than Ever,Billie Eilish,127,123,1,129
2024-01-24,Legends Never Die,Juice WRLD,128,133,1,184
2024-01-24,11:11,Chris Brown,129,104,9,10
2024-01-24,The Essential Michael Jackson,Michael Jackson,130,31,457,-
2024-01-24,Almost Healed,Lil Durk,131,114,3,34
2024-01-24,50 Number Ones,George Strait,132,130,1,267
2024-01-24,SoulFly,Rod Wave,133,131,1,147
2024-01-24,Greatest Hits,Red Hot Chili Peppers,134,18,312,-
2024-01-24,It's Only Me,Lil Baby,135,120,1,66
2024-01-24,Elv1s: 30 #1 Hits,Elvis Presley,136,118,1,178
2024-01-24,Emails I Can't Send,Sabrina Carpenter,137,73,23,17
2024-01-24,Alone At Prom,Tory Lanez,138,124,28,16
2024-01-24,Purgatory,Tyler Childers,139,129,71,183
2024-01-24,Greatest Hits,Aerosmith,140,141,36,21
2024-01-24,÷ (Divide),Ed Sheeran,141,143,1,352
2024-01-24,The Beatles 1967-1970,The Beatles,142,138,1,192
2024-01-24,The Very Best Of Daryl Hall  John Oates,Daryl Hall  John Oates,143,136,34,226
2024-01-24,Flower Boy,Tyler| The Creator,144,134,2,174
2024-01-24,Death Race For Love,Juice WRLD,145,144,1,254
2024-01-24,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,146,159,20,228
2024-01-24,Leather,Cody Johnson,147,110,18,9
2024-01-24,Luv Is Rage 2,Lil Uzi Vert,148,137,1,334
2024-01-24,Cigarettes After Sex,Cigarettes After Sex,149,146,146,43
2024-01-24,THE BIGGEST (EP),BigXthaPlug,150,147,138,4
2024-01-24,Rebel Diamonds,The Killers,151,151,74,5
2024-01-24,Summertime Blues,Zach Bryan,152,139,34,44
2024-01-24,Whole Lotta Red,Playboi Carti,153,150,1,138
2024-01-24,A Great Chaos,Ken Carson,154,135,11,12
2024-01-24,Cottonwood 2,NLE Choppa,155,140,21,18
2024-01-24,Moana,Soundtrack,156,175,2,355
2024-01-24,Greatest Hits,The Notorious B.I.G.,157,153,1,347
2024-01-24,Get Rich Or Die Tryin',50 Cent,158,161,1,202
2024-01-24,Pink Tape,Lil Uzi Vert,159,142,1,29
2024-01-24,Freudian,Daniel Caesar,160,166,25,105
2024-01-24,Their Greatest Hits 1971-1975,Eagles,161,154,1,435
2024-01-24,Greatest Hits,blink-182,162,173,6,115
2024-01-24,Currents,Tame Impala,163,167,4,143
2024-01-24,7220,Lil Durk,164,149,1,94
2024-01-24,Confessions,Usher,165,169,1,190
2024-01-24,[Hybrid Theory],Linkin Park,166,163,2,326
2024-01-24,?,XXXTENTACION,167,171,1,300
2024-01-24,Greatest Hits,Bob Seger & The Silver Bullet Band,168,165,8,504
2024-01-24,All Time Greatest Hits,Lynyrd Skynyrd,169,155,56,243
2024-01-24,Nothing Was The Same,Drake,170,157,1,496
2024-01-24,Austin,Post Malone,171,145,2,23
2024-01-24,21,Adele,172,152,1,595
2024-01-24,Nate Smith,Nate Smith,173,148,30,22
2024-01-24,Good Girl Gone Bad,Rihanna,174,172,2,126
2024-01-24,Pretty Little Poison,Warren Zeiders,175,156,59,9
2024-01-24,Unorthodox Jukebox,Bruno Mars,176,178,1,227
2024-01-24,The Forever Story,JID,177,168,12,9
2024-01-24,I Will Always Love You: The Best Of Whitney Houston,Whitney Houston,178,164,14,178
2024-01-24,Fine Line,Harry Styles,179,183,1,209
2024-01-24,=,Ed Sheeran,180,182,1,116
2024-01-24,Thank U; Next,Ariana Grande,181,1,169,-
2024-01-24,Tha Carter III,Lil Wayne,182,180,1,232
2024-01-24,Pray 4 Love,Rod Wave,183,174,2,191
2024-01-24,The Melodic Blue,Baby Keem,184,158,5,121
2024-01-24,The Life Of Pablo,Kanye West,185,179,1,193
2024-01-24,The Essential Billy Joel,Billy Joel,186,188,15,314
2024-01-24,Call Me If You Get Lost,Tyler| The Creator,187,185,1,118
2024-01-24,Ultimate Sinatra,Frank Sinatra,188,32,150,-
2024-01-24,Meteora,Linkin Park,189,181,1,155
2024-01-24,Greatest Hits: The Ultimate Collection,Bon Jovi,190,196,5,327
2024-01-24,Lucky,Megan Moroney,191,160,38,25
2024-01-24,Greatest Hits,Fleetwood Mac,192,177,14,275
2024-01-24,Metallica,Metallica,193,189,1,739
2024-01-24,I Am > I Was,21 Savage,194,198,1,109
2024-01-24,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,195,170,3,35
2024-01-24,Evolve,Imagine Dragons,196,2,312,-
2024-01-24,2nd EP 'Get Up',NewJeans,197,176,1,26
2024-01-24,Fuck The World,Brent Faiyaz,198,20,33,-
2024-01-24,Greatest Hits,Creed,199,15,89,-
2024-01-24,Set It Off,Offset,200,187,5,11
2024-01-31,American Dream,21 Savage,1,1,1,2
2024-01-31,One Thing At A Time,Morgan Wallen,2,3,1,47
2024-01-31,For All The Dogs,Drake,3,4,1,16
2024-01-31,Saviors,Green Day,4,4,1,-
2024-01-31,Stick Season,Noah Kahan,5,6,3,61
2024-01-31,1989 (Taylor's Version),Taylor Swift,6,5,1,13
2024-01-31,SOS,SZA,7,9,1,59
2024-01-31,Pink Friday 2,Nicki Minaj,8,7,1,7
2024-01-31,Zach Bryan,Zach Bryan,9,12,1,22
2024-01-31,Lover,Taylor Swift,10,10,1,231
2024-01-31,Midnights,Taylor Swift,11,11,1,66
2024-01-31,Folklore,Taylor Swift,12,8,1,183
2024-01-31,Dangerous: The Double Album,Morgan Wallen,13,14,1,159
2024-01-31,Orquideas,Kali Uchis,14,2,2,2
2024-01-31,Utopia,Travis Scott,15,15,1,26
2024-01-31,Guts,Olivia Rodrigo,16,16,1,20
2024-01-31,American Heartbreak,Zach Bryan,17,18,5,88
2024-01-31,Genesis,Peso Pluma,18,19,3,31
2024-01-31,reputation,Taylor Swift,19,22,1,279
2024-01-31,Think Later,Tate McRae,20,20,4,7
2024-01-31,The Diamond Collection,Post Malone,21,17,16,11
2024-01-31,Nadie Sabe Lo Que Va A Pasar Manana,Bad Bunny,22,21,1,15
2024-01-31,Pa Las Baby's y Belikeada,Fuerza Regida,23,24,14,14
2024-01-31,Nostalgia,Rod Wave,24,23,1,19
2024-01-31,Take Care,Drake,25,27,1,569
2024-01-31,Speak Now (Taylor's Version),Taylor Swift,26,25,1,29
2024-01-31,Evermore,Taylor Swift,27,26,1,163
2024-01-31,Sour,Olivia Rodrigo,28,30,1,140
2024-01-31,Heroes & Villains,Metro Boomin,29,33,1,60
2024-01-31,Gettin' Old,Luke Combs,30,37,4,44
2024-01-31,Curtain Call: The Hits,Eminem,31,34,1,668
2024-01-31,Un Verano Sin Ti,Bad Bunny,32,32,1,90
2024-01-31,Red (Taylor's Version),Taylor Swift,33,28,1,115
2024-01-31,Scarlet,Doja Cat,34,31,4,18
2024-01-31,Barbie: The Album,Soundtrack,35,29,2,27
2024-01-31,My Turn,Lil Baby,36,36,1,204
2024-01-31,Sol Maria,Eladio Carrion,37,37,1,-
2024-01-31,Ctrl,SZA,38,35,3,346
2024-01-31,Diamonds,Elton John,39,39,7,324
2024-01-31,Starboy,The Weeknd,40,38,1,325
2024-01-31,Religiously. The Album.,Bailey Zimmerman,41,40,7,37
2024-01-31,Certified Lover Boy,Drake,42,43,1,125
2024-01-31,I've Tried Everything But Therapy (Part I),Teddy Swims,43,54,43,16
2024-01-31,Her Loss,Drake & 21 Savage,44,42,1,64
2024-01-31,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,45,48,18,678
2024-01-31,Rumours,Fleetwood Mac,46,41,1,565
2024-01-31,Greatest Hits,Queen,47,47,8,579
2024-01-31,Higher,Chris Stapleton,48,46,3,11
2024-01-31,DAMN.,Kendrick Lamar,49,53,1,354
2024-01-31,Scorpion,Drake,50,51,1,291
2024-01-31,good kid; m.A.A.d city,Kendrick Lamar,51,52,2,587
2024-01-31,This One's For You,Luke Combs,52,50,4,347
2024-01-31,Blonde,Frank Ocean,53,55,1,366
2024-01-31,Dave: Penith (The Dave Soundtrack),Lil Dicky,54,54,1,-
2024-01-31,Graduation,Kanye West,55,58,1,312
2024-01-31,Whitsitt Chapel,Jelly Roll,56,45,3,34
2024-01-31,Insano,Kid Cudi,57,13,13,2
2024-01-31,Golden,Jung Kook,58,44,2,12
2024-01-31,Goodbye & Good Riddance,Juice WRLD,59,61,4,297
2024-01-31,Born To Die,Lana Del Rey,60,60,2,520
2024-01-31,Views,Drake,61,64,1,402
2024-01-31,Manana Sera Bonito,Karol G,62,62,1,48
2024-01-31,Trolls: Band Together,Soundtrack,63,49,43,10
2024-01-31,TEC,Lil Tecca,64,78,11,16
2024-01-31,Traveller,Chris Stapleton,65,68,1,437
2024-01-31,After Hours,The Weeknd,66,65,1,125
2024-01-31,2014 Forest Hills Drive,J. Cole,67,67,1,477
2024-01-31,If I Know Me,Morgan Wallen,68,66,10,278
2024-01-31,1989,Taylor Swift,69,63,1,476
2024-01-31,Fearless (Taylor's Version),Taylor Swift,70,57,1,133
2024-01-31,The Highlights,The Weeknd,71,56,2,149
2024-01-31,ASTROWORLD,Travis Scott,72,70,1,286
2024-01-31,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,73,81,5,819
2024-01-31,El Comienzo,Grupo Frontera,74,69,34,25
2024-01-31,Channel Orange,Frank Ocean,75,79,2,162
2024-01-31,Emails I Can't Send,Sabrina Carpenter,76,137,23,18
2024-01-31,ANTI,Rihanna,77,74,1,404
2024-01-31,Hozier,Hozier,78,75,2,302
2024-01-31,The Mockingbird & The Crow,HARDY,79,71,4,53
2024-01-31,I Never Liked You,Future,80,72,1,91
2024-01-31,T R A P S O U L,Bryson Tiller,81,82,8,355
2024-01-31,The Best Of Nickelback: Volume 1,Nickelback,82,80,21,172
2024-01-31,20 Number Ones,Thomas Rhett,83,73,22,17
2024-01-31,$ad Boyz 4 Life II,Junior H,84,86,14,16
2024-01-31,More Life,Drake,85,87,1,341
2024-01-31,Starting Over,Chris Stapleton,86,93,3,167
2024-01-31,Manana Sera Bonito (Bichota Season),Karol G,87,84,3,24
2024-01-31,Harry's House,Harry Styles,88,76,1,88
2024-01-31,A Gift & A Curse,Gunna,89,83,3,32
2024-01-31,What You See Is What You Get,Luke Combs,90,85,1,220
2024-01-31,Nevermind,Nirvana,91,94,1,654
2024-01-31,Hamilton: An American Musical,Original Broadway Cast,92,88,2,435
2024-01-31,The Fame,Lady Gaga,93,92,2,350
2024-01-31,Wasteland,Brent Faiyaz,94,91,2,81
2024-01-31,Over It,Summer Walker,95,100,2,225
2024-01-31,The Beatles 1962-1966,The Beatles,96,98,3,186
2024-01-31,Savage Mode II,21 Savage & Metro Boomin,97,90,1,138
2024-01-31,AM,Arctic Monkeys,98,95,6,287
2024-01-31,Amar,BigXthaPlug,99,99,99,24
2024-01-31,Doo-Wops & Hooligans,Bruno Mars,100,96,3,660
2024-01-31,Larger Than Life,Brent Faiyaz,101,117,11,13
2024-01-31,Greatest Hits,Tom Petty And The Heartbreakers,102,104,2,550
2024-01-31,DS2,Future,103,116,1,251
2024-01-31,My Beautiful Dark Twisted Fantasy,Kanye West,104,103,1,255
2024-01-31,Greatest Hits,2Pac,105,109,3,506
2024-01-31,For Her,Hunxho,106,97,84,7
2024-01-31,When We All Fall Asleep; Where Do We Go?,Billie Eilish,107,102,1,252
2024-01-31,Teenage Dream,Katy Perry,108,105,1,357
2024-01-31,IGOR,Tyler| The Creator,109,106,1,224
2024-01-31,Bluebird Days,Jordan Davis,110,114,19,44
2024-01-31,Hood Hottest Princess,Sexyy Red,111,107,62,29
2024-01-31,Planet Her,Doja Cat,112,112,2,135
2024-01-31,Bell Bottom Country,Lainey Wilson,113,113,51,62
2024-01-31,Snow Angel,Renee Rapp,114,44,2,-
2024-01-31,Greatest Hits,Guns N' Roses,115,123,3,660
2024-01-31,Gold: Greatest Hits,ABBA,116,125,25,310
2024-01-31,Elisabeth,Zach Bryan,117,122,83,33
2024-01-31,The Essential Michael Jackson,Michael Jackson,118,130,31,458
2024-01-31,Greatest Hits,Foo Fighters,119,121,11,243
2024-01-31,Leather,Cody Johnson,120,147,18,10
2024-01-31,50 Number Ones,George Strait,121,132,1,268
2024-01-31,Future Nostalgia,Dua Lipa,122,119,3,197
2024-01-31,The Land Is Inhospitable And So Are We,Mitski,123,118,12,19
2024-01-31,Greatest Hits,Pitbull,124,126,102,141
2024-01-31,Legends Never Die,Juice WRLD,125,128,1,185
2024-01-31,SoulFly,Rod Wave,126,133,1,148
2024-01-31,It's Only Me,Lil Baby,127,135,1,67
2024-01-31,11:11,Chris Brown,128,129,9,11
2024-01-31,Endless Summer Vacation,Miley Cyrus,129,110,3,46
2024-01-31,Thriller,Michael Jackson,130,115,1,610
2024-01-31,Happier Than Ever,Billie Eilish,131,127,1,130
2024-01-31,Renaissance,Beyonce,132,120,1,78
2024-01-31,Almost Healed,Lil Durk,133,131,3,35
2024-01-31,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,134,146,20,229
2024-01-31,THE BIGGEST (EP),BigXthaPlug,135,150,135,5
2024-01-31,Corridos Belicos; Vol. IV,Luis R Conriquez,136,77,36,3
2024-01-31,Greatest Hits,Aerosmith,137,140,36,22
2024-01-31,I Am Music,Lil Wayne,138,25,31,-
2024-01-31,ROCK-STAR,Stray Kids,139,89,1,11
2024-01-31,Alone At Prom,Tory Lanez,140,138,28,17
2024-01-31,Death Race For Love,Juice WRLD,141,145,1,255
2024-01-31,The Beatles 1967-1970,The Beatles,142,142,1,193
2024-01-31,Luv Is Rage 2,Lil Uzi Vert,143,148,1,335
2024-01-31,Whole Lotta Red,Playboi Carti,144,153,1,139
2024-01-31,Currents,Tame Impala,145,163,4,144
2024-01-31,Cigarettes After Sex,Cigarettes After Sex,146,149,146,44
2024-01-31,Elv1s: 30 #1 Hits,Elvis Presley,147,136,1,179
2024-01-31,The Very Best Of Daryl Hall  John Oates,Daryl Hall  John Oates,148,143,34,227
2024-01-31,÷ (Divide),Ed Sheeran,149,141,1,353
2024-01-31,Confessions,Usher,150,165,1,191
2024-01-31,Cottonwood 2,NLE Choppa,151,155,21,19
2024-01-31,Purgatory,Tyler Childers,152,139,71,184
2024-01-31,A Great Chaos,Ken Carson,153,154,11,13
2024-01-31,Greatest Hits,Bob Seger & The Silver Bullet Band,154,168,8,505
2024-01-31,Greatest Hits,blink-182,155,162,6,116
2024-01-31,Nothing Was The Same,Drake,156,170,1,497
2024-01-31,Shoot For The Stars Aim For The Moon,Pop Smoke,157,111,1,181
2024-01-31,All Time Greatest Hits,Lynyrd Skynyrd,158,169,56,244
2024-01-31,Moana,Soundtrack,159,156,2,356
2024-01-31,Get Rich Or Die Tryin',50 Cent,160,158,1,203
2024-01-31,7220,Lil Durk,161,164,1,95
2024-01-31,Freudian,Daniel Caesar,162,160,25,106
2024-01-31,?,XXXTENTACION,163,167,1,301
2024-01-31,Pretty Little Poison,Warren Zeiders,164,175,59,10
2024-01-31,[Hybrid Theory],Linkin Park,165,166,2,327
2024-01-31,The Forever Story,JID,166,177,12,10
2024-01-31,Good Girl Gone Bad,Rihanna,167,174,2,127
2024-01-31,Summertime Blues,Zach Bryan,168,152,34,45
2024-01-31,Greatest Hits,The Notorious B.I.G.,169,157,1,348
2024-01-31,Flower Boy,Tyler| The Creator,170,144,2,175
2024-01-31,Fe3O4: Break,NMIXX,171,171,1,-
2024-01-31,Pink Tape,Lil Uzi Vert,172,159,1,30
2024-01-31,Their Greatest Hits 1971-1975,Eagles,173,161,1,436
2024-01-31,I Will Always Love You: The Best Of Whitney Houston,Whitney Houston,174,178,14,179
2024-01-31,Austin,Post Malone,175,171,2,24
2024-01-31,21,Adele,176,172,1,596
2024-01-31,Tha Carter III,Lil Wayne,177,182,1,233
2024-01-31,The Life Of Pablo,Kanye West,178,185,1,194
2024-01-31,Greatest Hits: The Ultimate Collection,Bon Jovi,179,190,5,328
2024-01-31,Lucky,Megan Moroney,180,191,38,26
2024-01-31,Ultimate Sinatra,Frank Sinatra,181,188,32,151
2024-01-31,Unorthodox Jukebox,Bruno Mars,182,176,1,228
2024-01-31,Fine Line,Harry Styles,183,179,1,210
2024-01-31,Pray 4 Love,Rod Wave,184,183,2,192
2024-01-31,Meteora,Linkin Park,185,189,1,156
2024-01-31,Rodeo,Travis Scott,186,3,51,-
2024-01-31,The Melodic Blue,Baby Keem,187,184,5,122
2024-01-31,=,Ed Sheeran,188,180,1,117
2024-01-31,Ferxxocalipsis,Feid,189,123,2,-
2024-01-31,Fuck The World,Brent Faiyaz,190,198,20,34
2024-01-31,Greatest Hits,Creed,191,199,15,90
2024-01-31,Mean Girls (2024),Soundtrack,192,124,124,2
2024-01-31,Metallica,Metallica,193,193,1,740
2024-01-31,Set It Off,Offset,194,200,5,12
2024-01-31,Evolve,Imagine Dragons,195,196,2,313
2024-01-31,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,196,195,3,36
2024-01-31,Indigo,Chris Brown,197,1,181,-
2024-01-31,Greatest Hits,Fleetwood Mac,198,192,14,276
